segment_id,facility_id,canonical_name,lbl,lbl_full,aliases,parent_system,facility_group,facility_type,network_role,ownership_class,owner_agency,operator_agency,project_family,project_name,project_division,project_unit,project_subunit,project_path,display_rank,display_rank_source,display_rank_reason,status,length_mi,geometry_source,geometry_decision,geometry_confidence,decision_id,source_major_rows,source_delta_rows,source_ids,blm_crosses,blm_length_mi,blm_pct_length,blm_nearest_mi,blm_crossing_count,blm_field_offices,search_text
CVY_060E9825_S002,CVY_060E9825,4,4,4,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.4051677599646648,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,363,,MAJOR_0363,FALSE,0,0,19.00929787813828,0,,4 4   unknown/unassigned unassigned       unknown
CVY_060E9826_S001,CVY_060E9826,5,5,5,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.12654114276498724,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,358,,MAJOR_0358,FALSE,0,0,19.215404841406347,0,,5 5   unknown/unassigned unassigned       unknown
CVY_060E9826_S002,CVY_060E9826,5,5,5,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.5102101595129955,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,375,,MAJOR_0375,FALSE,0,0,19.278722685766947,0,,5 5   unknown/unassigned unassigned       unknown
CVY_060E9827_S001,CVY_060E9827,6,6,6,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.9292224109627186,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,354,,MAJOR_0354,FALSE,0,0,18.74998540495765,0,,6 6   unknown/unassigned unassigned       unknown
CVY_060E9829_S001,CVY_060E9829,8,8,8,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,0.4990467422330543,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,335,,MAJOR_0335,FALSE,0,0,17.687416468318244,0,,8 8   unknown/unassigned unassigned       unknown
CVY_06200379_S001,CVY_06200379,San Luis Canal (California Aqueduct joint-use reach),San Luis Canal,San Luis Canal (California Aqueduct joint-use reach),California Aqueduct – San Luis; San Luis Canal,CVP–SWP joint-use system,Open conveyance,Aqueduct,Mainline,Joint federal/state,,US Bureau of Reclamation,CVP; SWP,Central Valley Project; State Water Project,West San Joaquin Division; California Aqueduct,San Luis Unit; California Aqueduct; San Luis Field Division,San Luis Canal,San Luis Unit; California Aqueduct; West San Joaquin Division > San Luis Unit > San Luis Canal; California Aqueduct > San Luis Field Division > San Luis Canal,statewide_major,reviewed_override,Major CVP–SWP joint-use conveyance reach.,unknown,0.04210443693080384,DeltaMAPP,delta,high,10,1106,232,DELTA_0232,FALSE,0,0,1.8611775989899177,0,,san luis canal (california aqueduct joint-use reach) san luis canal california aqueduct – san luis; san luis canal cvp–swp joint-use system cvp; swp central valley project; state water project west san joaquin division; california aqueduct san luis unit; california aqueduct; san luis field division san luis canal san luis unit; california aqueduct; west san joaquin division > san luis unit > san luis canal; california aqueduct > san luis field division > san luis canal  us bureau of reclamation aqueduct
CVY_06200379_S002,CVY_06200379,San Luis Canal (California Aqueduct joint-use reach),San Luis Canal,San Luis Canal (California Aqueduct joint-use reach),California Aqueduct – San Luis; San Luis Canal,CVP–SWP joint-use system,Open conveyance,Aqueduct,Mainline,Joint federal/state,,US Bureau of Reclamation,CVP; SWP,Central Valley Project; State Water Project,West San Joaquin Division; California Aqueduct,San Luis Unit; California Aqueduct; San Luis Field Division,San Luis Canal,San Luis Unit; California Aqueduct; West San Joaquin Division > San Luis Unit > San Luis Canal; California Aqueduct > San Luis Field Division > San Luis Canal,statewide_major,reviewed_override,Major CVP–SWP joint-use conveyance reach.,unknown,101.59082749314234,DeltaMAPP,delta,high,10,1106,232,DELTA_0232,FALSE,0,0,1.022939321818118,0,,san luis canal (california aqueduct joint-use reach) san luis canal california aqueduct – san luis; san luis canal cvp–swp joint-use system cvp; swp central valley project; state water project west san joaquin division; california aqueduct san luis unit; california aqueduct; san luis field division san luis canal san luis unit; california aqueduct; west san joaquin division > san luis unit > san luis canal; california aqueduct > san luis field division > san luis canal  us bureau of reclamation aqueduct
CVY_0691119C_S001,CVY_0691119C,Coalinga Canal,Coalinga Canal,Coalinga Canal,,,Open conveyance,Canal,Unknown,Federal,,Federal,CVP,Central Valley Project,West San Joaquin Division,San Luis Unit,Coalinga Canal,West San Joaquin Division > San Luis Unit > Coalinga Canal,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,14.590856819381905,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,53,,MAJOR_0053,FALSE,0,0,1.1795438763714599,0,,coalinga canal coalinga canal   cvp central valley project west san joaquin division san luis unit coalinga canal west san joaquin division > san luis unit > coalinga canal  federal canal
CVY_06BDB468_S001,CVY_06BDB468,Unnamed conveyance — Major Conveyance row 835,Unnamed conveyance — Major Conveyance row 835,Unnamed conveyance — Major Conveyance row 835,,,Other/unknown,Unknown,Unknown,Unknown,SSWD,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,3.045721947585486,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,835,,MAJOR_0835,FALSE,0,0,10.361215822401487,0,,unnamed conveyance — major conveyance row 835 unnamed conveyance — major conveyance row 835   unknown/unassigned unassigned     sswd  unknown
CVY_06F08357_S001,CVY_06F08357,Mt. Diablo Creek,Mt. Diablo Creek,Mt. Diablo Creek,,,Other/unknown,Unknown,Unknown,Local/regional public,,Contra Costa Water District,Local/regional public,Contra Costa Water District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,10.191546335218854,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,376,DELTA_0376,FALSE,0,0,1.4687497981431825,0,,mt. diablo creek mt. diablo creek   local/regional public contra costa water district      contra costa water district unknown
CVY_072D51A1_S001,CVY_072D51A1,Knights Landing Ridgecut,Knights Landing Ridgecut,Knights Landing Ridgecut,,,Other/unknown,Unknown,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,7.422914771258103,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1228,,MAJOR_1228,FALSE,0,0,20.972278453163696,0,,knights landing ridgecut knights landing ridgecut   unknown/unassigned unassigned       unknown
CVY_075A73D5_S001,CVY_075A73D5,West Interception Canal,West Interception Canal,West Interception Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,1.1418141244361175,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,907,,MAJOR_0907,FALSE,0,0,15.149680949481475,0,,west interception canal west interception canal   unknown/unassigned unassigned       canal
CVY_07920BA7_S001,CVY_07920BA7,Sutter Butte Canal,Sutter Butte Canal,Sutter Butte Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,20.258991491525137,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,350,DELTA_0350,FALSE,0,0,8.73958119927191,0,,sutter butte canal sutter butte canal   unknown/unassigned unassigned       canal
CVY_07920BA7_S002,CVY_07920BA7,Sutter Butte Canal,Sutter Butte Canal,Sutter Butte Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.7886907909686711,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,919,,MAJOR_0919,FALSE,0,0,13.714496406627338,0,,sutter butte canal sutter butte canal   unknown/unassigned unassigned       canal
CVY_07920BA7_S003,CVY_07920BA7,Sutter Butte Canal,Sutter Butte Canal,Sutter Butte Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.7900879039991684,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,929,,MAJOR_0929,FALSE,0,0,12.718620848223068,0,,sutter butte canal sutter butte canal   unknown/unassigned unassigned       canal
CVY_07920BA7_S004,CVY_07920BA7,Sutter Butte Canal,Sutter Butte Canal,Sutter Butte Canal,,,Open conveyance,Canal,Unknown,Unknown,,,Unknown/unassigned,Unassigned,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,1.6535533841342749,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,935,,MAJOR_0935,FALSE,0,0,12.31171505813219,0,,sutter butte canal sutter butte canal   unknown/unassigned unassigned       canal
CVY_079295DA_S001,CVY_079295DA,American Canyon Pipeline,American Canyon Pipeline,American Canyon Pipeline,,,Closed conveyance,Pipeline,Unknown,Local/regional public,City of Vallejo,,Local/regional public,Local/regional public system,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,7.919515113609055,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1246,,MAJOR_1246,FALSE,0,0,14.96342206496286,0,,american canyon pipeline american canyon pipeline   local/regional public local/regional public system     city of vallejo  pipeline
CVY_07B16018_S001,CVY_07B16018,Bert Nielsen Lateral,Bert Nielsen Lateral,Bert Nielsen Lateral,,,Distribution/local,Lateral,Distribution,Unknown,,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,2.6676003135366617,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1222,,MAJOR_1222,FALSE,0,0,13.546200852196481,0,,bert nielsen lateral bert nielsen lateral   unknown/unassigned unassigned       lateral
CVY_081FEFDF_S001,CVY_081FEFDF,Unnamed conveyance — Major Conveyance row 847,Unnamed conveyance — Major Conveyance row 847,Unnamed conveyance — Major Conveyance row 847,,,Other/unknown,Unknown,Unknown,Unknown,SSWD,,Unknown/unassigned,Unassigned,,,,,local_supporting,automatic,Automatic standard/local rank.,unknown,5.522745462843841,Major Conveyance,provisional_source_inclusion,low,UNREVIEWED,847,,MAJOR_0847,FALSE,0,0,8.51666022919697,0,,unnamed conveyance — major conveyance row 847 unnamed conveyance — major conveyance row 847   unknown/unassigned unassigned     sswd  unknown
CVY_085CA587_S001,CVY_085CA587,Oroville-Wyandotte Canal,Oroville-Wyandotte Canal,Oroville-Wyandotte Canal,,,Open conveyance,Canal,Unknown,California state,,,SWP,State Water Project,Oroville Division,Oroville-Thermalito Complex,,Oroville Division > Oroville-Thermalito Complex,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,27.648149008228902,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,1274,,MAJOR_1274,TRUE,0.43834538855911925,1.585442079426926,0,1,,oroville-wyandotte canal oroville-wyandotte canal   swp state water project oroville division oroville-thermalito complex  oroville division > oroville-thermalito complex   canal
CVY_0875DDAA_S001,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,7.013731266707136,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,220,DELTA_0220,FALSE,0,0,11.724184727902582,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  us bureau of reclamation canal
CVY_0875DDAA_S002,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,US Bureau of Reclamation,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,40.037689959168056,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,220,DELTA_0220,FALSE,0,0,3.2076594440079305,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  us bureau of reclamation canal
CVY_0875DDAA_S003,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,Federal,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,6.7743564348339,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,201,,MAJOR_0201,FALSE,0,0,7.3947476324197785,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  federal canal
CVY_0875DDAA_S004,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,Federal,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,6.944814418016347,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,202,,MAJOR_0202,FALSE,0,0,11.703149315225595,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  federal canal
CVY_0875DDAA_S005,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,Federal,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,2.2728389866035696,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,204,,MAJOR_0204,FALSE,0,0,8.54004837813514,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  federal canal
CVY_0875DDAA_S006,CVY_0875DDAA,Contra Costa Canal,Contra Costa Canal,Contra Costa Canal,,,Open conveyance,Canal,Unknown,Federal,,Federal,CVP,Central Valley Project,Delta Division,Contra Costa Canal,,Delta Division > Contra Costa Canal,regional_major,reviewed_override,Major Central Valley Project Delta Division facility.,unknown,2.00927368340958,Major Conveyance,provisional_source_inclusion,medium,UNREVIEWED,205,,MAJOR_0205,FALSE,0,0,7.5338665798805025,0,,contra costa canal contra costa canal   cvp central valley project delta division contra costa canal  delta division > contra costa canal  federal canal
CVY_089467F7_S001,CVY_089467F7,SOUTH COAST CONDUIT TECOLATE TUNNEL,SOUTH COAST CONDUIT TECOLATE TUNNEL,SOUTH COAST CONDUIT TECOLATE TUNNEL,,,Closed conveyance,Tunnel,Unknown,Federal,,US Bureau of Reclamation,Other Reclamation,Cachuma Project,,South Coast conveyance system,,South Coast conveyance system,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,6.338962541993174,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,265,DELTA_0265,FALSE,0,0,3.8631328378329473,0,,south coast conduit tecolate tunnel south coast conduit tecolate tunnel   other reclamation cachuma project  south coast conveyance system  south coast conveyance system  us bureau of reclamation tunnel
CVY_090F0857_S001,CVY_090F0857,Westside Main Canal,Westside Main Canal,Westside Main Canal,,,Open conveyance,Canal,Mainline,Local/regional public,,Metropolitan Water District,Local/regional public,Metropolitan Water District,,,,,medium,automatic,Automatic medium rank from mapped length or facility type.,unknown,16.957136320779444,DeltaMAPP,provisional_source_inclusion,medium,UNREVIEWED,,395,DELTA_0395,TRUE,0.48535611303748666,2.862252822976521,0,1,,westside main canal westside main canal   local/regional public metropolitan water district      metropolitan water district canal
