Water Right/Claim ID,Status,Type,Primary owner,Source,County,Effective date,Face value,Use type,Special use area,HUC 12,Watershed,Action,,Field Office ,
C004212,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,TUOLUMNE RIVER;PIT RIVER,Lower Cedar Creek-West Valley Reservoir | 180200020203,Cedar Creek,,,Eagle Lake,
C004213,Registered,Registration,BLM California State Office,UNST,Inyo;Lassen,12/23/1997,0,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Little Sand Spring-Death Valley Wash | 180902030106;Moon Lake | 180200020202,Upper Death Valley Wash;Cedar Creek,,,Eagle Lake,
C004214,Registered,Registration,BLM California State Office,UNST,Lassen;San Bernardino,12/23/1997,0,Stockwatering,,Mitchell Field | 180800020208;Shortz Lake | 181001002103,Van Loan Creek-Madeline Plains;Fortynine Palms Canyon-Shortz Lake,,,Eagle Lake,
C004215,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004216,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;Klamath,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004217,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;PIT RIVER,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004218,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
C004219,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;FEATHER RIVER,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004220,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004221,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004222,Registered,Registration,BLM California State Office,UNST,Lassen;Los Angeles,12/23/1997,0,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Piute Ponds | 180902061502;Moon Lake | 180200020202,Lake Palmdale-Piute Ponds;Cedar Creek,,,Eagle Lake,
C004223,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004224,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;BEAR RIVER,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004225,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004226,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;SHASTA BALLY,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
C004227,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,North Coast AB2121 Area;PIT RIVER,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004228,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;North Coast AB2121 Area,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004229,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;AMERICAN RIVER,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004231,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;AHWAHNEE,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004232,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,SAN JOAQUIN VALLEY FLOOR;,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004233,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,,Van Loan Creek | 180800020207,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004234,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,,Van Loan Creek | 180800020207,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004308,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;CORTINA,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
C004309,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Moon Lake | 180200020202,Cedar Creek,,,Eagle Lake,
C004310,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,BUTTE CREEK;PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
C004311,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
C004312,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,AMERICAN RIVER;PIT RIVER,Lower Cedar Creek-West Valley Reservoir | 180200020203,Cedar Creek,,,Eagle Lake,
C004313,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;FEATHER RIVER,Lower Cedar Creek-West Valley Reservoir | 180200020203,Cedar Creek,,,Eagle Lake,
C004314,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;AHWAHNEE,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
C004315,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,FEATHER RIVER;PIT RIVER,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004316,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
C004317,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
C004318,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;SACRAMENTO DELTA;LEGAL DELTA,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
C004319,Registered,Registration,BLM California State Office,UNST,Lassen;Santa Barbara,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Cachuma Creek | 180600100501;Moon Lake | 180200020202,Alamo Pintado Creek-Santa Ynez River;Cedar Creek,,,Eagle Lake,
C004320,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,YUBA RIVER;,Dry Creek | 180800020103,Cold Spring Creek-Madeline Plains,,,Eagle Lake,
C004321,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,SAN JOAQUIN DELTA;LEGAL DELTA;PIT RIVER,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
C004322,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Upper Cedar Creek | 180200020201,Cedar Creek,,,Eagle Lake,
C004323,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER;STANISLAUS RIVER,Coyote Reservoir | 180200030102,Horse Creek,,,Eagle Lake,
C004324,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,CORTINA;PIT RIVER,Coyote Reservoir | 180200030102,Horse Creek,,,Eagle Lake,
C004325,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,,Coyote Flat | 180800020201,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004326,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;North Coast AB2121 Area,Coyote Flat | 180800020201,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004327,Registered,Registration,BLM California State Office,UNST,Lassen;Los Angeles,12/23/1997,0,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,San Francisquito Canyon | 180701020402;Deer Spring-Juniper Creek | 180200021803,Upper Santa Clara River;Juniper Creek,,,Eagle Lake,
C004328,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,;PIT RIVER,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004329,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004330,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,North Coast AB2121 Area;PIT RIVER,Holbrook Canyon | 180200021402,Cottonwood Creek-Ash Creek,,,Eagle Lake,
C004331,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,0,Stockwatering,PIT RIVER,Dry Creek | 180200020301,Dry Creek-South Fork Pit River,,,Eagle Lake,
C004235,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,1.2,Stockwatering,;North Coast AB2121 Area,Van Loan Creek | 180800020207,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004236,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,1,Stockwatering,North Coast AB2121 Area;,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004237,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,1.5,Stockwatering,,Anderson Canyon | 180800020209,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004238,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,2,Stockwatering,North Coast AB2121 Area;,Van Loan Creek | 180800020207,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004239,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,2.6,Stockwatering,,Kilby Creek | 180800020204,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004240,Registered,Registration,BLM California State Office,UNST,Lassen,12/23/1997,1,Stockwatering,,Mitchell Field | 180800020208,Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004246,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004247,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.5,Stockwatering,PIT RIVER,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004248,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.2,Stockwatering,PIT RIVER;North Coast AB2121 Area,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004249,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,0.8,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004250,Registered,Registration,BLM California State Office,UNST,Lassen;Modoc,12/23/1997,2.1,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Van Loan Creek | 180800020207;Fitzhugh Creek | 180200020403,Van Loan Creek-Madeline Plains;Pine Creek-South Fork Pit River,,,Eagle Lake,
C004251,Registered,Registration,BLM California State Office,UNST,Lassen;Modoc,12/23/1997,0.5,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Big Juniper Creek-Little Juniper Creek | 180200020401;Anderson Canyon | 180800020209,Pine Creek-South Fork Pit River;Van Loan Creek-Madeline Plains,,,Eagle Lake,
C004252,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,4.9,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Romero Creek-South Fork Pit River | 180200020402,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004253,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,4.2,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004254,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.4,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004255,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Romero Creek-South Fork Pit River | 180200020402,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004256,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,0.3,Stockwatering,FEATHER RIVER;PIT RIVER,Romero Creek-South Fork Pit River | 180200020402,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004257,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,PIT RIVER;FEATHER RIVER,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004258,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,2.1,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Romero Creek-South Fork Pit River | 180200020402,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004259,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,2,Stockwatering,PIT RIVER,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004260,Registered,Registration,BLM California State Office,UNST,Modoc;San Diego,12/23/1997,0.3,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Kitchen Creek-Cottonwood Creek | 180703050902;Fitzhugh Creek | 180200020403,Upper Cottonwood Creek;Pine Creek-South Fork Pit River,,,Eagle Lake,
C004261,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,3.5,Stockwatering,Klamath;PIT RIVER,Big Juniper Creek-Little Juniper Creek | 180200020401,Pine Creek-South Fork Pit River,,,Eagle Lake,
C004262,Registered,Registration,BLM California State Office,PROCTOR CREEK,Shasta,12/23/1997,8.8,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Bald Mountain Reservoir-Pit River | 180200030804,Town of Pittville-Pit River,,,Redding,
C004263,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,1.5,Stockwatering,Klamath;TEHAMA,Willow Creek | 180102041303,Badger Basin-Willow Creek,,,Redding,
C004264,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,0.3,Stockwatering,Klamath;KLAMATH WATERSHED,Willow Creek | 180102041303,Badger Basin-Willow Creek,,,Redding,
C004265,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,1.7,Stockwatering,Klamath;North Coast AB2121 Area,Willow Creek | 180102041303,Badger Basin-Willow Creek,,,Redding,
C004266,Registered,Registration,BLM California State Office,UNST,Shasta,12/23/1997,0.3,Stockwatering,PIT RIVER;North Coast AB2121 Area,Lower Beaver Creek | 180200030203,Beaver Creek,,,Redding,
C004267,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,2,Stockwatering,Klamath;FEATHER RIVER,Red Rock Valley | 180102050203,Red Rock Valley-Antelope Creek,,,Redding,
C004268,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,2,Stockwatering,Klamath,Red Rock Valley | 180102050203,Red Rock Valley-Antelope Creek,,,Redding,
C004269,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,3,Stockwatering,Klamath;WHITMORE,Davis Canyon-Butte Valley | 180102050303,Butte Valley,,,Redding,
C004270,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,2,Stockwatering,KLAMATH WATERSHED;Klamath,Red Rock Valley | 180102050203,Red Rock Valley-Antelope Creek,,,Redding,
C004271,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,0.9,Stockwatering,SACRAMENTO DELTA;LEGAL DELTA;Klamath,Lake Miller | 180102041404,Lower Klamath Lake,,,Redding,
C004272,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,3.5,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Donovan Reservoir | 180200020802,Canyon Creek,,,Applegate,
C004277,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,Klamath;PIT RIVER,Jim Creek | 180200020404,Pine Creek-South Fork Pit River,,,Applegate,
C004278,Registered,Registration,BLM California State Office,UNST,Siskiyou,12/23/1997,0.8,Stockwatering,Klamath;Tribal Yurok Area;Klamath,Davis Canyon-Butte Valley | 180102050303,Butte Valley,,,Redding,
C004279,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.7,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Dorris Reservoir-South Fork Pit River | 180200020406,Pine Creek-South Fork Pit River,,,Applegate,
C004280,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.1,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Applegate,
C004281,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,4.6,Stockwatering,SACRAMENTO DELTA;LEGAL DELTA;PIT RIVER,Fitzhugh Creek | 180200020403,Pine Creek-South Fork Pit River,,,Applegate,
C004282,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Jim Creek | 180200020404,Pine Creek-South Fork Pit River,,,Applegate,
C004283,Registered,Registration,BLM California State Office,UNST,Modoc;Yolo,12/23/1997,1,Stockwatering,COLUSA BASIN;PIT RIVER,Donovan Reservoir | 180200020802;South Fork Buckeye Creek | 180201041001,Canyon Creek;Colusa Basin Drainage Canal,,,Applegate/Ukaiah,
C004284,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,MIDDLE SIERRA;PIT RIVER,Donovan Reservoir | 180200020802,Canyon Creek,,,Applegate,
C004285,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,3.1,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Donovan Reservoir | 180200020802,Canyon Creek,,,Applegate,
C004286,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1.5,Stockwatering,PIT RIVER;DELTA WATERSHEDS;,Lower Roberts Reservoir-Pit River | 180200021206,Blacks Canyon-Pit River,,,Applegate,
C004287,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,6,Stockwatering,DELTA WATERSHEDS;;PIT RIVER,Noble Creek-Pit River | 180200020901,Warm Springs Valley-Pit River,,,Applegate,
C004288,Registered,Registration,BLM California State Office,UNST,Modoc,12/23/1997,1,Stockwatering,PIT RIVER;BALL MOUNTAIN,Dorris Reservoir-South Fork Pit River | 180200020406,Pine Creek-South Fork Pit River,,,Applegate,
