agency,program,theme,external_group,external_group_order,external_subgroup,external_subgroup_order,external_layer_id,display_name,primary_panel,service_type,service_url,supports_popups,default_clickable,default_opacity,notes,source_page,geographic_scope,pt2_usage_note,priority,default_load_mode,where_clause,large_layer_warning,min_zoom_live,min_zoom_current_view,legend_url,legend_note,popup_fields,popup_aliases,popup_link_template,popup_link_label,identify_url,hover_fields,hover_aliases,hover_bold_fields,hover_no_label_fields,hover_round_fields,hover_show_native_field_names,default_label_field,out_fields,best_use,useful_for_visualization,style_field_candidates,default_style_field,default_style_method,style_units,style_legend_title,style_direction,field_curation_notes,show_native_field_names,load_badge,load_badge_override,load_score,load_score_override,load_note,load_audit_basis,load_n_tests,load_success_rate,load_median_seconds,load_p90_seconds,load_max_seconds,load_feature_cap_rate
USFS,RAVG,Post-fire vegetation condition,Fire / Burn Areas,60,Post-fire vegetation,10,USFS_RAVG_BASAL_AREA_CHANGE,RAVG post-fire vegetation | basal area change,external,image,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_BasalAreaPercentChange/ImageServer,False,False,0.7,RAVG basal-area percent-change image service.,https://burnseverity.cr.usgs.gov/products/ravg,CONUS / California where assessed,Provider-rendered RAVG raster. Use as post-fire vegetation-condition screening context; source colors/classes come from the RAVG ImageServer renderer.,40,visual,,,,,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_BasalAreaPercentChange/ImageServer/legend,Provider-rendered RAVG ImageServer; use the source legend for raster classes. BRIM does not yet generate a local raster legend for this visual overlay.,,,,,,,,,,,False,,,Screening post-fire vegetation condition and potential reforestation/resource concern areas.,,,,,,,,,False,orange,,3.0,,Audited load: slow (10/10 tests loaded; median 5.44 sec; p90 6.37 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,5.44224536418915,6.37203569412231,6.66916608810425,0.0
USFS,RAVG,Post-fire vegetation condition,Fire / Burn Areas,60,Post-fire vegetation,10,USFS_RAVG_CANOPY_COVER_CHANGE,RAVG post-fire vegetation | canopy cover change,external,image,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_CanopyCoverPercentChange/ImageServer,False,False,0.7,RAVG canopy-cover percent-change image service.,https://burnseverity.cr.usgs.gov/products/ravg,CONUS / California where assessed,Provider-rendered RAVG raster. Use as post-fire vegetation-condition screening context; source colors/classes come from the RAVG ImageServer renderer.,40,visual,,,,,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_CanopyCoverPercentChange/ImageServer/legend,Provider-rendered RAVG ImageServer; use the source legend for raster classes. BRIM does not yet generate a local raster legend for this visual overlay.,,,,,,,,,,,False,,,Screening post-fire vegetation condition and potential reforestation/resource concern areas.,,,,,,,,,False,orange,,3.0,,Audited load: slow (10/10 tests loaded; median 5.65 sec; p90 6.72 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,5.65169203281403,6.71848909854889,7.02409505844116,0.0
USFS,RAVG,Post-fire vegetation condition,Fire / Burn Areas,60,Post-fire vegetation,10,USFS_RAVG_COMPOSITE_BURN_INDEX,RAVG post-fire vegetation | composite burn index,external,image,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_CompositeBurnIndex/ImageServer,False,False,0.7,RAVG composite burn index image service.,https://burnseverity.cr.usgs.gov/products/ravg,CONUS / California where assessed,Provider-rendered RAVG raster. Use as post-fire vegetation-condition screening context; source colors/classes come from the RAVG ImageServer renderer.,40,visual,,,,,https://imagery.geoplatform.gov/iipp/rest/services/Fire_Aviation/USFS_EDW_RAVG_CompositeBurnIndex/ImageServer/legend,Provider-rendered RAVG ImageServer; use the source legend for raster classes. BRIM does not yet generate a local raster legend for this visual overlay.,,,,,,,,,,,False,,,Screening post-fire vegetation condition and potential reforestation/resource concern areas.,,,,,,,,,False,orange,,3.0,,Audited load: slow (10/10 tests loaded; median 4.43 sec; p90 6.21 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,4.43089699745178,6.21112065315246,6.73384714126587,0.0
NASA / FIRMS / Esri Living Atlas,VIIRS thermal hotspots,Thermal hotspots,Fire / Burn Areas,60,Thermal hotspots,20,VIIRS_THERMAL_HOTSPOTS_7D,Thermal hotspots | VIIRS | last 7 days,external,feature,https://services9.arcgis.com/RHVPKKiFTONKtxq3/ArcGIS/rest/services/Satellite_VIIRS_Thermal_Hotspots_and_Fire_Activity/FeatureServer/0,True,True,0.82,VIIRS thermal hotspot/fire-activity points from public ArcGIS service. Good first active-fire screening layer.,https://services9.arcgis.com/RHVPKKiFTONKtxq3/ArcGIS/rest/services/Satellite_VIIRS_Thermal_Hotspots_and_Fire_Activity/FeatureServer/0,National / global service,Recent thermal-hotspot context for fire/smoke/hydrology screening.,220,current_view,,Recent hotspot point layer. Load current map view; broad extents may hit service caps during active fire periods.,5.0,5.0,,One-symbol BRIM screening overlay for first pass; source fields can support age/confidence styling later.,acq_date;acq_time;hours_old;satellite;instrument;confidence;frp;bright_ti4;bright_ti5;brightness;daynight;latitude;longitude,acq_date=Acquisition date;acq_time=Acquisition time;hours_old=Hours old;satellite=Satellite;instrument=Instrument;confidence=Confidence;frp=FRP;bright_ti4=Brightness I4;bright_ti5=Brightness I5;brightness=Brightness;daynight=Day/night;latitude=Latitude;longitude=Longitude,,,,acq_date;acq_time;confidence;frp;hours_old,acq_date=Date;acq_time=Time;confidence=Confidence;frp=FRP;hours_old=Hours old,acq_date,,,False,,,Recent thermal-hotspot context; active fire screening.,"Recent fire activity; smoke/fire context near watersheds, facilities, and BLM lands.",,,,,,,First-pass field curation uses common FIRMS/VIIRS attribute names; refine after field inspection if service differs.,False,yellow,,2.0,,Audited load: moderate (10/10 tests loaded; median 0.15 sec; p90 0.27 sec; max features 1109).,BRIM load audit 2026-07,10.0,1.0,0.152537703514099,0.269719624519348,0.430485010147095,0.0
NASA / FIRMS / Esri Living Atlas,MODIS thermal hotspots,Thermal hotspots,Fire / Burn Areas,60,Thermal hotspots,20,MODIS_THERMAL_HOTSPOTS_48H,Thermal hotspots | MODIS | last 48 hours,external,feature,https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/MODIS_Thermal_v1/FeatureServer/0,True,True,0.82,MODIS thermal hotspot points. Included as a small companion to VIIRS; VIIRS remains the preferred first active-fire layer.,https://services9.arcgis.com/RHVPKKiFTONKtxq3/arcgis/rest/services/MODIS_Thermal_v1/FeatureServer/0,National / global service,Recent MODIS thermal-hotspot context.,221,current_view,,Recent hotspot point layer. Load current map view.,5.0,5.0,,One-symbol BRIM screening overlay for first pass.,acq_date;acq_time;satellite;confidence;frp;brightness;bright_t31;daynight;latitude;longitude,acq_date=Acquisition date;acq_time=Acquisition time;satellite=Satellite;confidence=Confidence;frp=FRP;brightness=Brightness;bright_t31=Brightness T31;daynight=Day/night;latitude=Latitude;longitude=Longitude,,,,acq_date;acq_time;confidence;frp,acq_date=Date;acq_time=Time;confidence=Confidence;frp=FRP,acq_date,,,False,,,Supplemental recent thermal-hotspot context.,Recent fire activity; lower priority than VIIRS.,,,,,,,First-pass field curation uses common FIRMS/MODIS attribute names; refine after field inspection if service differs.,False,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.11 sec; p90 0.18 sec; max features 21).,BRIM load audit 2026-07,10.0,1.0,0.112602472305298,0.18347897529602,0.532912015914917,0.0
USGS,Post-Fire Debris-Flow Hazard Assessment,Post-fire debris flow,Fire / Burn Areas,60,Post-fire debris flow,30,USGS_DEBRIS_FLOW_HAZARD_SEGMENTS,Debris-flow combined hazard | USGS segments,external,feature,https://services.arcgis.com/v01gqwM5QqNysAAi/ArcGIS/rest/services/USGS_Post_Fire_Hazard_Assessment_Data/FeatureServer/5,True,True,0.78,USGS post-fire debris-flow segment hazard layer. Coverage only exists for assessed burned areas.,https://services.arcgis.com/v01gqwM5QqNysAAi/ArcGIS/rest/services/USGS_Post_Fire_Hazard_Assessment_Data/FeatureServer/5,Assessed burned areas,"Post-fire debris-flow hazard screening near watersheds, roads, facilities, and BLM lands.",240,current_view,,Very large assessed-burn-area layer. Zoom in first; current-view loading may be capped in broad views.,10.0,10.0,,"USGS source bins: combined hazard, probability, and potential volume are modeled for a design rainstorm; verify definitions/units in USGS metadata.","fire_id,assessment_date,start_date,SCH_Legend,SP_Legend,SV_Legend,version","Fire ID,Assessment date,Fire start date,Combined hazard,Probability class,Potential volume class (source bin),Version",,,,"fire_id,SCH_Legend,SP_Legend,SV_Legend","Fire ID,Combined hazard,Probability class,Potential volume class",Fire_Name;FireName,Fire_Name;FireName,,False,Fire_Name,,Post-fire debris-flow screening where USGS has assessed burned areas.,Debris-flow hazard segment context; post-fire water/resource screening.,,SCH_Legend,categorical,,USGS combined debris-flow hazard class,,Field names are first-pass candidates and should be refined after inspecting returned attributes from this service layer.,False,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 0.36 sec; p90 1.65 sec; max features 2000; cap rate 80%).,BRIM load audit 2026-07,10.0,1.0,0.361788034439087,1.6462858915329,2.18779706954956,0.8
USGS,Post-Fire Debris-Flow Hazard Assessment,Post-fire debris flow,Fire / Burn Areas,60,Post-fire debris flow,30,USGS_DEBRIS_FLOW_PROBABILITY_BASINS,Debris-flow probability | USGS basins,external,feature,https://services.arcgis.com/v01gqwM5QqNysAAi/ArcGIS/rest/services/USGS_Post_Fire_Hazard_Assessment_Data/FeatureServer/2,True,True,0.6,USGS post-fire debris-flow basin probability layer. Coverage only exists for assessed burned areas.,https://services.arcgis.com/v01gqwM5QqNysAAi/ArcGIS/rest/services/USGS_Post_Fire_Hazard_Assessment_Data/FeatureServer/2,Assessed burned areas,Post-fire debris-flow probability screening for basins near BLM and water-resource review areas.,241,current_view,,Large assessed-burn-area basin layer. Zoom in first; broad views may hit feature caps.,9.0,9.0,,"USGS source bins: probability, combined hazard, and potential volume are modeled for a design rainstorm; verify definitions/units in USGS metadata.","fire_id,assessment_date,start_date,BP_Legend,BCH_Legend,BV_Legend,version","Fire ID,Assessment date,Fire start date,Probability class,Combined hazard,Potential volume class (source bin),Version",,,,"fire_id,BP_Legend,BCH_Legend,BV_Legend","Fire ID,Probability class,Combined hazard,Potential volume class",Fire_Name;FireName,Fire_Name;FireName,,False,Fire_Name,,Post-fire debris-flow probability screening in assessed burned areas.,Debris-flow probability basin context; post-fire hydrology screening.,,BP_Legend,categorical,,USGS debris-flow probability class,,Field names are first-pass candidates and should be refined after inspecting returned attributes from this service layer.,False,red,,4.0,,Audited load: heavy (10/10 tests loaded; median 1.4 sec; p90 2.17 sec; max features 2000; cap rate 20%).,BRIM load audit 2026-07,10.0,1.0,1.39888536930084,2.17433478832245,2.33655714988708,0.2
DWR / CNRA,DWR GIS Atlas,DWR,Flood control,70,DWR,10,EXT015,DWR SPFC Planning Area,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SPFCPlanningArea_20100301/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SPFCPlanningArea_20100301/MapServer,,,121,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SPFCPlanningArea_20100301/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (5/10 tests loaded; median 0.11 sec; p90 3.07 sec; max features n/a).,BRIM load audit 2026-07,10.0,0.5,0.109781980514526,3.07258639335632,3.19888997077942,0.0
DWR / CNRA,DWR GIS Atlas,DWR,Flood control,70,DWR,10,EXT016,DWR Systemwide Planning Area,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SystemwidePA_20101007/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SystemwidePA_20101007/MapServer,,,122,visual,,,,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_SystemwidePA_20101007/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (5/10 tests loaded; median 0.35 sec; p90 3.09 sec; max features n/a).,BRIM load audit 2026-07,10.0,0.5,0.348526000976562,3.09309167861938,3.13938617706299,0.0
DWR / CNRA,DWR GIS Atlas,DWR,Flood control,70,DWR,10,EXT017,DWR Local Maintenance Areas — Flood Protection,external,map,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Local_Maintenance_Areas_Flood_Protection/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Local_Maintenance_Areas_Flood_Protection/MapServer,,,123,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/Boundaries/i03_Local_Maintenance_Areas_Flood_Protection/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (5/10 tests loaded; median 0.12 sec; p90 2.84 sec; max features n/a).,BRIM load audit 2026-07,10.0,0.5,0.118435859680176,2.83580560684204,2.88379192352295,0.0
DWR / CNRA,DWR GIS Atlas,DWR,Flood control,70,DWR,10,EXT045,DWR Historic Levee Breaks,external,map,https://gis.water.ca.gov/arcgis/rest/services/InlandWaters/i12_Levee_Breaks_Historic/MapServer,False,False,0.58,California DWR ArcGIS REST MapServer layer. Use as a visual overlay.,https://gis.water.ca.gov/arcgis/rest/services/InlandWaters/i12_Levee_Breaks_Historic/MapServer,,,171,visual,,,8.0,,https://gis.water.ca.gov/arcgis/rest/services/InlandWaters/i12_Levee_Breaks_Historic/MapServer/legend,DWR service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,,,red,,4.0,,Audited load: heavy (0/10 tests loaded; median n/a; p90 n/a; max features n/a).,BRIM load audit 2026-07,10.0,0.0,,,,0.0
FEMA,NFHL,FEMA,Flood control,70,FEMA,20,EXT107,FEMA NFHL Flood Hazard Zones,external,map,https://hazards.fema.gov/arcgis/rest/services/public/NFHL/MapServer/28,False,False,0.6,Effective FEMA National Flood Hazard Layer flood hazard zones. Scale-dependent map layer.,https://hazards.fema.gov/femaportal/wps/portal/NFHLWMS,,,600,visual,,,10.0,,https://hazards.fema.gov/arcgis/rest/services/public/NFHL/MapServer/legend,FEMA NFHL legend is service-rendered and may include multiple scale-dependent flood-hazard symbols.,,,,,,,,,,,,,,,,,,,,,,,,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.12 sec; p90 0.14 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.119032502174377,0.144055294990539,0.337592124938965,0.0
NOAA,Digital Coast / Sea Level Rise Viewer,Sea Level Rise,Flood control,70,Sea Level Rise,30,EXT108,NOAA Sea Level Rise Inundation — 1.5 ft,external,map,https://www.coast.noaa.gov/arcgis/rest/services/dc_slr/slr_1_5ft/MapServer/1,False,False,0.55,NOAA Digital Coast sea-level-rise screening layer. Use as visual context near the coast.,https://coast.noaa.gov/digitalcoast/tools/slr.html,,,700,visual,,,9.0,,https://www.coast.noaa.gov/arcgis/rest/services/dc_slr/slr_1_5ft/MapServer/legend,NOAA service-rendered legend.,,,,,,,,,,,,,,,,,,,,,,"BRIM draws only the NOAA depth sublayer (MapServer/1), not the low-lying-areas sublayer (MapServer/0).",,green,,1.0,,Audited load: fast (10/10 tests loaded; median 0.12 sec; p90 0.45 sec; max features n/a).,BRIM load audit 2026-07,10.0,1.0,0.121430039405823,0.447022819519043,0.894953012466431,0.0
