document_id,wilderness_id,component_id,document_title,document_type,agency,publication_date,geographic_scope,document_url,landing_page_url,authority_level,wilderness_wide_or_component_specific,last_verified,notes
doc-68de409bcbe4,fw-3179,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Sawtooth Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-1c7e9118b7e6,fw-3213,,Sequoia-Kings Canyon Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sequoia-Kings Canyon Wilderness,https://wilderness.net/visit-wilderness/?ID=543,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-2313b290cedb,fw-3213,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Sequoia-Kings Canyon Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-40178d068e6a,fw-3213,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,Sequoia-Kings Canyon Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-3e85a40bafaf,fw-3217,,Sespe Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sespe Wilderness,https://wilderness.net/visit-wilderness/?ID=544,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-ecdea910d415,fw-3217,,Public Law 102-301 — Los Padres Condor Range and River Protection Act,public law,U.S. Congress,1992-06-19,Sespe Wilderness,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ddbfbf5f9b66,fw-3240,,Sheep Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sheep Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=546,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-777bfece3197,fw-3240,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Sheep Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-5025f917ccf6,fw-3245,,Sheephole Valley Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sheephole Valley Wilderness,https://wilderness.net/visit-wilderness/?ID=548,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-69aa4f4838bc,fw-3245,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Sheephole Valley Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-e720c9c42268,fw-3293,,Silver Peak Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Silver Peak Wilderness,https://wilderness.net/visit-wilderness/?ID=554,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-e5d7a48c4bb2,fw-3293,,Public Law 102-301 — Los Padres Condor Range and River Protection Act,public law,U.S. Congress,1992-06-19,Silver Peak Wilderness,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,https://www.govinfo.gov/content/pkg/PLAW-102publ301/html/PLAW-102publ301.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-f9f0623345b8,fw-3299,,Siskiyou Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Siskiyou Wilderness,https://wilderness.net/visit-wilderness/?ID=557,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1a3159bf5ac7,fw-3299,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Siskiyou Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-2dfd5ecc93d6,fw-3299,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Siskiyou Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-998f9f361365,fw-3322,,Snow Mountain Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Snow Mountain Wilderness,https://wilderness.net/visit-wilderness/?ID=559,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-5f23aad948c3,fw-3322,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Snow Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-29f1e1ec9ffb,fw-3322,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Snow Mountain Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-a916a02b7229,fw-4547,,Soda Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Soda Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=770,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-acb6ead3bb83,fw-4547,,"Public Law 116-9 — John D. Dingell, Jr. Conservation, Management, and Recreation Act",public law,U.S. Congress,2019-03-12,Soda Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-116publ9/html/PLAW-116publ9.htm,https://www.govinfo.gov/content/pkg/PLAW-116publ9/html/PLAW-116publ9.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-85cb16290844,fw-3340,,South Fork Eel River Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,South Fork Eel River Wilderness,https://wilderness.net/visit-wilderness/?ID=686,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-f9267f797973,fw-3340,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,South Fork Eel River Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-cbd1e4258caf,fw-3344,,South Fork San Jacinto Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,South Fork San Jacinto Wilderness,https://wilderness.net/visit-wilderness/?ID=749,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-a75829f8ae8c,fw-3344,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,South Fork San Jacinto Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-1590cd26c490,fw-3352,,South Nopah Range Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,South Nopah Range Wilderness,https://wilderness.net/visit-wilderness/?ID=566,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-7b5823a6a3ce,fw-3352,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,South Nopah Range Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-df0f93fc7e0a,fw-3360,,South Sierra Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,South Sierra Wilderness,https://wilderness.net/visit-wilderness/?ID=569,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-338744ab2244,fw-3360,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,South Sierra Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-25268f56d410,fw-3362,,South Warner Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,South Warner Wilderness,https://wilderness.net/visit-wilderness/?ID=570,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-89e0e966ead5,fw-3362,,Public Law 88-577 — Wilderness Act of 1964,public law,U.S. Congress,1964-09-03,South Warner Wilderness,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-001bbded3e64,fw-3400,,Stateline Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Stateline Wilderness,https://wilderness.net/visit-wilderness/?ID=575,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b3ef1e350787,fw-3400,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Stateline Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-cb2aa50b56b8,fw-3410,,Stepladder Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Stepladder Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=578,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-c69bc4bf417d,fw-3410,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Stepladder Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c2e0a8f25690,fw-3447,,Surprise Canyon Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Surprise Canyon Wilderness,https://wilderness.net/visit-wilderness/?ID=584,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-3dec3f09abe1,fw-3447,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Surprise Canyon Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c66c94e251b7,fw-3464,,Sylvania Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Sylvania Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=589,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-7705c2e528c3,fw-3464,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Sylvania Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-596158809883,fw-3527,,Thousand Lakes Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Thousand Lakes Wilderness,https://wilderness.net/visit-wilderness/?ID=599,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-fdfc300c3918,fw-3527,,Public Law 88-577 — Wilderness Act of 1964,public law,U.S. Congress,1964-09-03,Thousand Lakes Wilderness,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,https://www.govinfo.gov/content/pkg/PLAW-88publ577/html/PLAW-88publ577.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-5f5d2183081b,fw-3580,,Trilobite Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Trilobite Wilderness,https://wilderness.net/visit-wilderness/?ID=610,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-d878ddf1aeda,fw-3580,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Trilobite Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-d29a1f61bac6,fw-3582,,Trinity Alps Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Trinity Alps Wilderness,https://wilderness.net/visit-wilderness/?ID=611,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b6014531efcc,fw-3582,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Trinity Alps Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-77852f3fac26,fw-3582,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Trinity Alps Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-90d97dbc68ab,fw-3616,,Turtle Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Turtle Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=613,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-40738c75ae3e,fw-3616,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Turtle Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-28af942a0037,fw-3695,,Ventana Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Ventana Wilderness,https://wilderness.net/visit-wilderness/?ID=625,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-b3b4fd768205,fw-3695,,Public Law 91-58 — Ventana Wilderness Act,public law,U.S. Congress,1969-08-18,Ventana Wilderness,https://www.govinfo.gov/content/pkg/PLAW-91publ58/html/PLAW-91publ58.htm,https://www.govinfo.gov/content/pkg/PLAW-91publ58/html/PLAW-91publ58.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-334dfe68e8b1,fw-3695,,Public Law 107-370 — Big Sur Wilderness and Conservation Act of 2002,public law,U.S. Congress,2002-12-19,Ventana Wilderness,https://www.govinfo.gov/content/pkg/PLAW-107publ370/html/PLAW-107publ370.htm,https://www.govinfo.gov/content/pkg/PLAW-107publ370/html/PLAW-107publ370.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-64578ef1fed7,fw-3695,,Ventana Wilderness Alliance v. Bradford,court opinion,U.S. Court of Appeals for the Ninth Circuit,2009-01-01,Ventana Wilderness,https://cdn.ca9.uscourts.gov/datastore/memoranda/2009/02/26/07-16467.pdf,https://cdn.ca9.uscourts.gov/datastore/memoranda/2009/02/26/07-16467.pdf,11 - court opinion / legal database,wilderness-wide issue,2026-08-04,"Challenge to Forest Service authorization of grazing on land within the Ventana Wilderness, including the Wilderness Act's grazing exception. Citation: 313 F. App'x 944; docket: 07-16467."
doc-d47a00e272fd,fw-3825,,Whipple Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Whipple Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=646,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-d53bfdbd3288,fw-3825,,Public Law 103-433 — California Desert Protection Act of 1994,public law,U.S. Congress,1994-10-31,Whipple Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,https://www.govinfo.gov/content/pkg/PLAW-103publ433/html/PLAW-103publ433.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ff97e56fd27a,fw-3837,,White Mountains Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,White Mountains Wilderness,https://wilderness.net/visit-wilderness/?ID=754,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-1b01859bf4c1,fw-3837,,Public Law 111-11 — Omnibus Public Land Management Act of 2009,public law,U.S. Congress,2009-03-30,White Mountains Wilderness,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,https://www.govinfo.gov/content/pkg/PLAW-111publ11/html/PLAW-111publ11.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-c231a162b71a,fw-3937,,Yolla Bolly-Middle Eel Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Yolla Bolly-Middle Eel Wilderness,https://wilderness.net/visit-wilderness/?ID=661,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-66807230e356,fw-3937,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Yolla Bolly-Middle Eel Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-a24f701d4a6b,fw-3937,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Yolla Bolly-Middle Eel Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-2968f13a4916,fw-3944,,Yosemite Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Yosemite Wilderness,https://wilderness.net/visit-wilderness/?ID=662,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-59f8be6dce43,fw-3944,,Public Law 98-425 — California Wilderness Act of 1984,public law,U.S. Congress,1984-09-28,Yosemite Wilderness,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,https://www.govinfo.gov/content/pkg/PLAW-98publ425/html/PLAW-98publ425.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-ed7937d799bb,fw-3948,,Yuki Wilderness — Wilderness Connect profile,interagency profile,Interagency Wilderness Connect,,Yuki Wilderness,https://wilderness.net/visit-wilderness/?ID=682,https://wilderness.net/visit-wilderness/,9 - interagency reference,wilderness-wide,2026-08-04,Secondary reference; not statutory or a managing-agency page.
doc-c9a5b832bcbf,fw-3948,,Public Law 109-362 — Northern California Coastal Wild Heritage Wilderness Act,public law,U.S. Congress,2006-10-17,Yuki Wilderness,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,https://www.govinfo.gov/content/pkg/PLAW-109publ362/html/PLAW-109publ362.htm,1 - public law,wilderness-wide,2026-08-04,Statutory text; consult maps and legal descriptions incorporated by reference.
doc-e27b9d4990c2,ALL,,BLM CA Federal Wilderness Areas Polygon — FeatureServer,official GIS service,Bureau of Land Management,2023-12-21,California and source-adjacent components,https://gis.blm.gov/caarcgis/rest/services/NCL/BLM_CA_Federal_Wilderness_Polygon/FeatureServer/0,https://gis.blm.gov/caarcgis/rest/services/NCL/BLM_CA_Federal_Wilderness_Polygon/FeatureServer,6 - official GIS service,source-wide,2026-08-04,Authoritative build-time GIS source for BRIM enrichment; state source may differ from national geometry.
doc-a5cbbfb0e45d,ALL,,Wilderness Areas in the United States — FeatureServer,interagency GIS service,Wilderness Connect / interagency,2026-06-24,National,https://services1.arcgis.com/ERdCHt0sNM6dENSD/arcgis/rest/services/Wilderness_Areas_in_the_United_States/FeatureServer/0,https://wilderness.net/practitioners/gis-gps/,9 - interagency reference,source-wide,2026-08-04,"Updated from agency sources; used as a cross-reference, not a replacement for the BLM California layer."
